years,component,description,docs_url,data_url
2005-2006,Dietary,Food Frequency Questionnaire - Look-Up Table VARLOOK,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/VARLK_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/VARLK_D.xpt
2005-2006,Dietary,Food Frequency Questionnaire - Output from DietCalc Software,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FFQDC_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FFQDC_D.xpt
2003-2004,Dietary,Food Frequency Questionnaire - Output from DietCalc Software,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/FFQDC_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/FFQDC_C.xpt
2005-2006,Dietary,Food Frequency Questionnaire - Raw Questionnaire Responses,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FFQRAW_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FFQRAW_D.xpt
2003-2004,Dietary,Food Frequency Questionnaire - Raw Questionnaire Responses,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/FFQRAW_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/FFQRAW_C.xpt
2005-2006,Demographics,Demographic Variables & Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DEMO_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DEMO_D.xpt
2007-2008,Demographics,Demographic Variables & Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DEMO_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DEMO_E.xpt
2003-2004,Demographics,Demographic Variables & Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DEMO_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DEMO_C.xpt
2001-2002,Demographics,Demographic Variables & Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DEMO_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DEMO_B.xpt
1999-2000,Demographics,Demographic Variables & Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DEMO.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DEMO.xpt
2009-2010,Demographics,Demographic Variables & Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DEMO_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DEMO_F.xpt
2011-2012,Demographics,Demographic Variables & Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DEMO_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DEMO_G.xpt
2013-2014,Demographics,Demographic Variables and Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DEMO_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DEMO_H.xpt
2015-2016,Demographics,Demographic Variables and Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DEMO_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DEMO_I.xpt
2017-2018,Demographics,Demographic Variables and Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DEMO_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DEMO_J.xpt
2017-2020,Demographics,Demographic Variables and Sample Weights,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_DEMO.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_DEMO.xpt
2009-2010,Examination,Arthritis Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ARX_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ARX_F.xpt
1999-2000,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/AUX1.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/AUX1.xpt
2007-2008,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/AUX_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/AUX_E.xpt
2005-2006,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUX_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUX_D.xpt
2003-2004,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/AUX_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/AUX_C.xpt
2001-2002,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUX_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUX_B.xpt
2009-2010,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AUX_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AUX_F.xpt
2011-2012,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/AUX_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/AUX_G.xpt
2015-2016,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUX_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUX_I.xpt
2017-2018,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/AUX_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/AUX_J.xpt
2017-2020,Examination,Audiometry,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_AUX.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_AUX.xpt
2009-2010,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AUXAR_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AUXAR_F.xpt
2007-2008,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/AUXAR_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/AUXAR_E.xpt
2005-2006,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUXAR_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUXAR_D.xpt
1999-2000,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/AUXAR.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/AUXAR.xpt
2001-2002,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXAR_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXAR_B.xpt
2003-2004,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/AUXAR_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/AUXAR_C.xpt
2011-2012,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/AUXAR_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/AUXAR_G.xpt
2015-2016,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXAR_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXAR_I.xpt
2017-2018,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/AUXAR_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/AUXAR_J.xpt
2017-2020,Examination,Audiometry - Acoustic Reflex,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_AUXAR.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_AUXAR.xpt
1999-2000,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/AUXTYM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/AUXTYM.xpt
2007-2008,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/AUXTYM_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/AUXTYM_E.xpt
2005-2006,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUXTYM_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/AUXTYM_D.xpt
2003-2004,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/AUXTYM_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/AUXTYM_C.xpt
2001-2002,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXTYM_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXTYM_B.xpt
2009-2010,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AUXTYM_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AUXTYM_F.xpt
2011-2012,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/AUXTYM_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/AUXTYM_G.xpt
2015-2016,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXTYM_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXTYM_I.xpt
2017-2018,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/AUXTYM_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/AUXTYM_J.xpt
2017-2020,Examination,Audiometry - Tympanometry,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_AUXTYM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_AUXTYM.xpt
2017-2018,Examination,Audiometry - Wideband Reflectance,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/AUXWBR_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/AUXWBR_J.xpt
2017-2020,Examination,Audiometry - Wideband Reflectance,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_AUXWBR.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_AUXWBR.xpt
2015-2016,Examination,Audiometry – Wideband Reflectance,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXWBR_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/AUXWBR_I.xpt
1999-2000,Examination,Balance,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/BAX.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/BAX.xpt
2003-2004,Examination,Balance,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BAX_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BAX_C.xpt
2001-2002,Examination,Balance,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BAX_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BAX_B.xpt
1999-2000,Examination,Bioelectrical Impedance Analysis,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/BIX.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/BIX.xpt
2003-2004,Examination,Bioelectrical Impedance Analysis,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BIX_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BIX_C.xpt
2001-2002,Examination,Bioelectrical Impedance Analysis,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BIX_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BIX_B.xpt
2005-2006,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BPX_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BPX_D.xpt
2007-2008,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/BPX_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/BPX_E.xpt
1999-2000,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/BPX.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/BPX.xpt
2003-2004,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BPX_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BPX_C.xpt
2001-2002,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BPX_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BPX_B.xpt
2009-2010,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BPX_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BPX_F.xpt
2011-2012,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/BPX_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/BPX_G.xpt
2013-2014,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BPX_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BPX_H.xpt
2015-2016,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BPX_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BPX_I.xpt
2017-2018,Examination,Blood Pressure,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/BPX_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/BPX_J.xpt
2017-2020,Examination,Blood Pressure - Oscillometric Measurement,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_BPXO.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_BPXO.xpt
2017-2018,Examination,Blood Pressure - Oscillometric Measurements,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/BPXO_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/BPXO_J.xpt
2005-2006,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BMX_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/BMX_D.xpt
1999-2000,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/BMX.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/BMX.xpt
2007-2008,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/BMX_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/BMX_E.xpt
2003-2004,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BMX_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/BMX_C.xpt
2001-2002,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BMX_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BMX_B.xpt
2009-2010,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BMX_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BMX_F.xpt
2013-2014,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BMX_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/BMX_H.xpt
2011-2012,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/BMX_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/BMX_G.xpt
2015-2016,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BMX_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/BMX_I.xpt
2017-2018,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/BMX_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/BMX_J.xpt
2017-2020,Examination,Body Measures,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_BMX.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_BMX.xpt
1999-2000,Examination,Cardiovascular Fitness,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/CVX.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/CVX.xpt
2003-2004,Examination,Cardiovascular Fitness,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CVX_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CVX_C.xpt
2001-2002,Examination,Cardiovascular Fitness,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CVX_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CVX_B.xpt
2003-2004,Examination,Dermatology,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DEX_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DEX_C.xpt
2003-2004,Examination,Dual Energy X-ray Absorptiometry - Android/Gynoid,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DXXAG_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/DXXAG_C.xpt
2005-2006,Examination,Dual Energy X-ray Absorptiometry - Android/Gynoid,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXAG_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXAG_D.xpt
2007-2008,Examination,Dual Energy X-ray Absorptiometry - Femur,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DXXFEM_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DXXFEM_E.xpt
2005-2006,Examination,Dual Energy X-ray Absorptiometry - Femur,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXFEM_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXFEM_D.xpt
2009-2010,Examination,Dual Energy X-ray Absorptiometry - Femur,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DXXFEM_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DXXFEM_F.xpt
2009-2010,Examination,Dual Energy X-ray Absorptiometry - Spine,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DXXSPN_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DXXSPN_F.xpt
2005-2006,Examination,Dual Energy X-ray Absorptiometry - Spine,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXSPN_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DXXSPN_D.xpt
2007-2008,Examination,Dual Energy X-ray Absorptiometry - Spine,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DXXSPN_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DXXSPN_E.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXAAC_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXAAC_H.xpt
2011-2012,Examination,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DXXAG_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DXXAG_G.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXAG_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXAG_H.xpt
2015-2016,Examination,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DXXAG_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DXXAG_I.xpt
2017-2018,Examination,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DXXAG_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DXXAG_J.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - Femur,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXFEM_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXFEM_H.xpt
2017-2018,Examination,Dual-Energy X-ray Absorptiometry - Femur,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DXXFEM_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DXXFEM_J.xpt
2017-2020,Examination,Dual-Energy X-ray Absorptiometry - Femur,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_DXXFEM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_DXXFEM.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - FRAX Score,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXFRX_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXFRX_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - L1 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXL1_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXL1_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - L2 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXL2_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXL2_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - L3 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXL3_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXL3_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - L4 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXL4_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXL4_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - Spine,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXSPN_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXSPN_H.xpt
2017-2018,Examination,Dual-Energy X-ray Absorptiometry - Spine,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DXXSPN_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DXXSPN_J.xpt
2017-2020,Examination,Dual-Energy X-ray Absorptiometry - Spine,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_DXXSPN.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_DXXSPN.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T10 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT10_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT10_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T11 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT11_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT11_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T12 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT12_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT12_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT4_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT4_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T5 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT5_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT5_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T6 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT6_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT6_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT7_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT7_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT8_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT8_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - T9 Vertebrae Morphology,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT9_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXT9_H.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXVFA_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXXVFA_H.xpt
2011-2012,Examination,Dual-Energy X-ray Absorptiometry - Whole Body,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DXX_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/DXX_G.xpt
2015-2016,Examination,Dual-Energy X-ray Absorptiometry - Whole Body,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DXX_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DXX_I.xpt
2013-2014,Examination,Dual-Energy X-ray Absorptiometry - Whole Body,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXX_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/DXX_H.xpt
2017-2018,Examination,Dual-Energy X-ray Absorptiometry - Whole Body,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DXX_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DXX_J.xpt
2001-2002,Examination,"Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam",https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DXX_2_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DXX_2_B.xpt
2007-2008,Examination,Exhaled Nitric Oxide,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/ENX_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/ENX_E.xpt
2009-2010,Examination,Exhaled Nitric Oxide,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ENX_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ENX_F.xpt
2011-2012,Examination,Exhaled Nitric Oxide,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/ENX_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/ENX_G.xpt
2011-2012,Examination,Fluorosis - Clinical,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/FLXCLN_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/FLXCLN_G.xpt
